run,variant,problem,best_value,nodes,elapsed,max_depth,avg_depth,optimal,triggers,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
0,base,ex2_1_7.bch,-4150.41,2318,4.66803,NA,NA,1,0,0,0,0,0
1,base,ex2_1_7.bch,-4150.41,2394,4.77605,NA,NA,1,0,0,0,0,0
2,base,ex2_1_7.bch,-4150.41,2362,4.80913,NA,NA,1,0,0,0,0,0
4,base,ex2_1_7.bch,-4150.41,2490,4.87137,NA,NA,1,0,0,0,0,0
3,base,ex2_1_7.bch,-4150.41,2508,4.96931,NA,NA,1,0,0,0,0,0
5,base,ex2_1_7.bch,-4150.41,2562,5.0709,NA,NA,1,0,0,0,0,0
6,base,ex2_1_7.bch,-4150.41,2350,4.51925,NA,NA,1,0,0,0,0,0
9,base,ex2_1_7.bch,-4150.41,2418,4.61043,NA,NA,1,0,0,0,0,0
7,base,ex2_1_7.bch,-4150.41,2474,4.73086,NA,NA,1,0,0,0,0,0
8,base,ex2_1_7.bch,-4150.41,2474,4.7355,NA,NA,1,0,0,0,0,0
