run,variant,problem,best_value,nodes,elapsed,max_depth,avg_depth,optimal,triggers,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
0,vol_k_rand,ex6_2_11.bch,-2.67215e-06,42974,15.6456,NA,NA,1,21486,0,21486,21486,0
5,vol_k_rand,ex6_2_11.bch,-2.67238e-06,44334,15.8027,NA,NA,1,22166,0,22166,22166,0
2,vol_k_rand,ex6_2_11.bch,-2.67238e-06,44326,15.8174,NA,NA,1,22163,0,22163,22163,0
1,vol_k_rand,ex6_2_11.bch,-2.67238e-06,44326,15.9018,NA,NA,1,22163,0,22163,22163,0
3,vol_k_rand,ex6_2_11.bch,-2.67235e-06,43976,16.0894,NA,NA,1,21987,0,21987,21987,0
4,vol_k_rand,ex6_2_11.bch,-2.67233e-06,41800,16.2964,NA,NA,1,20899,0,20899,20899,0
9,vol_k_rand,ex6_2_11.bch,-2.67239e-06,41990,15.1533,NA,NA,1,20994,0,20994,20994,0
8,vol_k_rand,ex6_2_11.bch,-2.67235e-06,41924,15.3013,NA,NA,1,20961,0,20961,20961,0
7,vol_k_rand,ex6_2_11.bch,-2.67237e-06,43918,15.3255,NA,NA,1,21958,0,21958,21958,0
6,vol_k_rand,ex6_2_11.bch,-2.67237e-06,45180,15.5193,NA,NA,1,22589,0,22589,22589,0
