run,variant,problem,best_value,nodes,elapsed,max_depth,avg_depth,optimal,triggers,triggers_depth,triggers_vol,vol_eval,vol_nonfinite
5,depth_k,ex2_1_8.bch,15639,304,1.28118,NA,NA,1,149,149,0,151,151
3,depth_k,ex2_1_8.bch,15639,306,1.28864,NA,NA,1,150,150,0,152,152
4,depth_k,ex2_1_8.bch,15639,324,1.36249,NA,NA,1,159,159,0,161,161
0,depth_k,ex2_1_8.bch,15639,312,1.37699,NA,NA,1,153,153,0,155,155
2,depth_k,ex2_1_8.bch,15639,386,1.57468,NA,NA,1,190,190,0,192,192
1,depth_k,ex2_1_8.bch,15639,386,1.59114,NA,NA,1,190,190,0,192,192
6,depth_k,ex2_1_8.bch,15639,352,1.41277,NA,NA,1,173,173,0,175,175
9,depth_k,ex2_1_8.bch,15639,354,1.41261,NA,NA,1,174,174,0,176,176
7,depth_k,ex2_1_8.bch,15639,380,1.57145,NA,NA,1,187,187,0,189,189
8,depth_k,ex2_1_8.bch,15639,386,1.55039,NA,NA,1,190,190,0,192,192
